time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1357847281.11617899,-40701.56842281,0.00000000,-nan,0.00000000,-40702.85108304,0.000000,0.000000
1357847281.21627092,-40701.61970466,0.00000000,-nan,0.00000000,-40702.95303269,0.000000,0.000000
1357847281.31636405,-40701.67051161,0.00000000,-nan,0.00000000,-40703.04229918,0.000000,0.000000
1357847281.41644812,-40701.72162579,0.00000000,-nan,0.00000000,-40703.15282296,0.000000,0.000000
1357847281.51654005,-40701.77202095,0.00000000,-nan,0.00000000,-40703.23348059,0.000000,0.000000
1357847281.61662006,-40701.82299962,0.00000000,-nan,0.00000000,-40703.35235972,0.000000,0.000000
1357847281.71671104,-40701.87363377,0.00000000,-nan,0.00000000,-40703.44329221,0.000000,0.000000
1357847281.81680298,-40701.92417646,0.00000000,-nan,0.00000000,-40703.54154260,0.000000,0.000000
1357847281.91689491,-40701.97472330,0.00000000,-nan,0.00000000,-40703.64276901,0.000000,0.000000
1357847282.01697707,-40702.02520407,0.00000000,-nan,0.00000000,-40703.74155032,0.000000,0.000000
1357847282.11706901,-40702.07592497,0.00000000,-nan,0.00000000,-40703.85115644,0.000000,0.000000
1357847282.21716094,-40702.12663822,0.00000000,-nan,0.00000000,-40703.95231524,0.000000,0.000000
1357847282.31725311,-40702.17702633,0.00000000,-nan,0.00000000,-40704.04138662,0.000000,0.000000
1357847282.41734505,-40702.22743340,0.00000000,-nan,0.00000000,-40704.14290171,0.000000,0.000000
1357847282.51743007,-40702.27802863,0.00000000,-nan,0.00000000,-40704.25124262,0.000000,0.000000
1357847282.61750507,-40702.32858702,0.00000000,-nan,0.00000000,-40704.35092271,0.000000,0.000000
1357847282.71759510,-40702.37892736,0.00000000,-nan,0.00000000,-40704.44288116,0.000000,0.000000
1357847282.82100391,-40702.42921367,0.00000000,-nan,0.00000000,-40704.54123884,0.000000,0.000000
1357847282.92109609,-40702.47948800,0.00000000,-nan,0.00000000,-40704.64128440,0.000000,0.000000
1357847283.02118206,-40702.52975527,0.00000000,-nan,0.00000000,-40704.74151505,0.000000,0.000000
1357847283.12127399,-40702.58002121,0.00000000,-nan,0.00000000,-40704.84198841,0.000000,0.000000
1357847283.22135496,-40702.63026300,0.00000000,-nan,0.00000000,-40704.94138544,0.000000,0.000000
1357847283.32144690,-40702.68052669,0.00000000,-nan,0.00000000,-40705.04292028,0.000000,0.000000
1357847283.42153907,-40702.73074492,0.00000000,-nan,0.00000000,-40705.14121994,0.000000,0.000000
1357847283.52163100,-40702.78115743,0.00000000,-nan,0.00000000,-40705.25137008,0.000000,0.000000
1357847283.62171197,-40702.83156081,0.00000000,-nan,0.00000000,-40705.35172978,0.000000,0.000000
1357847283.72180390,-40702.88178743,0.00000000,-nan,0.00000000,-40705.44334548,0.000000,0.000000
1357847283.82189608,-40702.93199766,0.00000000,-nan,0.00000000,-40705.54292918,0.000000,0.000000
1357847283.92198706,-40702.98219797,0.00000000,-nan,0.00000000,-40705.64281484,0.000000,0.000000
1357847284.02207303,-40703.03236267,0.00000000,-nan,0.00000000,-40705.74125617,0.000000,0.000000
1357847284.12216496,-40703.08270213,0.00000000,-nan,0.00000000,-40705.85137246,0.000000,0.000000
1357847284.22224092,-40703.13305639,0.00000000,-nan,0.00000000,-40705.95289505,0.000000,0.000000
1357847284.32233405,-40703.18338620,0.00000000,-nan,0.00000000,-40706.05218510,0.000000,0.000000
1357847284.42242503,-40703.23369807,0.00000000,-nan,0.00000000,-40706.15178678,0.000000,0.000000
1357847284.52472901,-40703.28402444,0.00000000,-nan,0.00000000,-40706.25327993,0.000000,0.000000
1357847284.62480998,-40703.33430243,0.00000000,-nan,0.00000000,-40706.35098189,0.000000,0.000000
1357847284.72490191,-40703.38441840,0.00000000,-nan,0.00000000,-40706.44149308,0.000000,0.000000
1357847284.82498193,-40703.43452769,0.00000000,-nan,0.00000000,-40706.54130342,0.000000,0.000000
1357847284.92562604,-40703.48465996,0.00000000,-nan,0.00000000,-40706.64299264,0.000000,0.000000
1357847285.02571797,-40703.53507265,0.00000000,-nan,0.00000000,-40706.76148506,0.000000,0.000000
1357847285.12580991,-40703.58519112,0.00000000,-nan,0.00000000,-40706.84289159,0.000000,0.000000
1357847285.22589493,-40703.63557973,0.00000000,-nan,0.00000000,-40706.96122799,0.000000,0.000000
1357847285.32598805,-40703.68597011,0.00000000,-nan,0.00000000,-40707.06212585,0.000000,0.000000
1357847285.42607689,-40703.73607645,0.00000000,-nan,0.00000000,-40707.14330728,0.000000,0.000000
1357847285.52616811,-40703.78629521,0.00000000,-nan,0.00000000,-40707.25138987,0.000000,0.000000
1357847285.62625194,-40703.83651602,0.00000000,-nan,0.00000000,-40707.35197260,0.000000,0.000000
1357847285.72634411,-40703.88672538,0.00000000,-nan,0.00000000,-40707.45158979,0.000000,0.000000
1357847285.82642293,-40703.93693198,0.00000000,-nan,0.00000000,-40707.55180768,0.000000,0.000000
1357847285.92651510,-40703.98714701,0.00000000,-nan,0.00000000,-40707.65284369,0.000000,0.000000
1357847286.02660704,-40704.03733599,0.00000000,-nan,0.00000000,-40707.75132049,0.000000,0.000000
1357847286.12669802,-40704.08752079,0.00000000,-nan,0.00000000,-40707.85138127,0.000000,0.000000
1357847286.23065305,-40704.13770262,0.00000000,-nan,0.00000000,-40707.95152106,0.000000,0.000000
1357847286.33074594,-40704.18788079,0.00000000,-nan,0.00000000,-40708.05160021,0.000000,0.000000
1357847286.43082309,-40704.23804925,0.00000000,-nan,0.00000000,-40708.15118907,0.000000,0.000000
1357847286.53091407,-40704.28833501,0.00000000,-nan,0.00000000,-40708.26090998,0.000000,0.000000
1357847286.63100600,-40704.33861715,0.00000000,-nan,0.00000000,-40708.36118820,0.000000,0.000000
1357847286.73109794,-40704.38889503,0.00000000,-nan,0.00000000,-40708.46140328,0.000000,0.000000
1357847286.83118105,-40704.43916633,0.00000000,-nan,0.00000000,-40708.56141338,0.000000,0.000000
1357847286.93127298,-40704.48943069,0.00000000,-nan,0.00000000,-40708.66137227,0.000000,0.000000
1357847287.03135896,-40704.53968926,0.00000000,-nan,0.00000000,-40708.76140948,0.000000,0.000000
1357847287.13145089,-40704.58994363,0.00000000,-nan,0.00000000,-40708.86156484,0.000000,0.000000
1357847287.23154306,-40704.64019215,0.00000000,-nan,0.00000000,-40708.96156460,0.000000,0.000000
1357847287.33163595,-40704.69043940,0.00000000,-nan,0.00000000,-40709.06195077,0.000000,0.000000
1357847287.43171191,-40704.74069111,0.00000000,-nan,0.00000000,-40709.16284120,0.000000,0.000000
1357847287.53180408,-40704.79092163,0.00000000,-nan,0.00000000,-40709.26143824,0.000000,0.000000
1357847287.63189507,-40704.84114236,0.00000000,-nan,0.00000000,-40709.36100784,0.000000,0.000000
1357847287.73198700,-40704.89135751,0.00000000,-nan,0.00000000,-40709.46093652,0.000000,0.000000
1357847287.83206701,-40704.94157706,0.00000000,-nan,0.00000000,-40709.56177512,0.000000,0.000000
1357847287.93271208,-40704.99180304,0.00000000,-nan,0.00000000,-40709.66281896,0.000000,0.000000
1357847288.03279400,-40705.04201209,0.00000000,-nan,0.00000000,-40709.76166365,0.000000,0.000000
1357847288.13288593,-40705.09210560,0.00000000,-nan,0.00000000,-40709.85098825,0.000000,0.000000
1357847288.23297691,-40705.14219743,0.00000000,-nan,0.00000000,-40709.95101351,0.000000,0.000000
1357847288.33307004,-40705.19228944,0.00000000,-nan,0.00000000,-40710.05121403,0.000000,0.000000
1357847288.43315005,-40705.24239791,0.00000000,-nan,0.00000000,-40710.15302847,0.000000,0.000000
1357847288.53324199,-40705.29260694,0.00000000,-nan,0.00000000,-40710.26330085,0.000000,0.000000
1357847288.63332200,-40705.34279580,0.00000000,-nan,0.00000000,-40710.36168190,0.000000,0.000000
1357847288.73341393,-40705.39297305,0.00000000,-nan,0.00000000,-40710.46087463,0.000000,0.000000
1357847288.83350492,-40705.44305179,0.00000000,-nan,0.00000000,-40710.55108364,0.000000,0.000000
1357847288.93359709,-40705.49322314,0.00000000,-nan,0.00000000,-40710.66087178,0.000000,0.000000
1357847289.03368092,-40705.54340412,0.00000000,-nan,0.00000000,-40710.76222685,0.000000,0.000000
1357847289.13377309,-40705.59348046,0.00000000,-nan,0.00000000,-40710.85149638,0.000000,0.000000
1357847289.23386502,-40705.64356035,0.00000000,-nan,0.00000000,-40710.95202866,0.000000,0.000000
1357847289.33395505,-40705.69363103,0.00000000,-nan,0.00000000,-40711.05119370,0.000000,0.000000
1357847289.43403912,-40705.74371270,0.00000000,-nan,0.00000000,-40711.15253259,0.000000,0.000000
1357847289.53413105,-40705.79377805,0.00000000,-nan,0.00000000,-40711.25090162,0.000000,0.000000
1357847289.63752389,-40705.84413643,0.00000000,-nan,0.00000000,-40711.38355734,0.000000,0.000000
1357847289.73761606,-40705.89430507,0.00000000,-nan,0.00000000,-40711.46302486,0.000000,0.000000
1357847289.83770704,-40705.94446379,0.00000000,-nan,0.00000000,-40711.56224046,0.000000,0.000000
1357847289.93779898,-40705.99462556,0.00000000,-nan,0.00000000,-40711.66290577,0.000000,0.000000
1357847290.03788495,-40706.04485916,0.00000000,-nan,0.00000000,-40711.77148953,0.000000,0.000000
1357847290.13796806,-40706.09508956,0.00000000,-nan,0.00000000,-40711.87158489,0.000000,0.000000
1357847290.23806000,-40706.14531053,0.00000000,-nan,0.00000000,-40711.97094374,0.000000,0.000000
1357847290.33815289,-40706.19552921,0.00000000,-nan,0.00000000,-40712.07111393,0.000000,0.000000
1357847290.43824410,-40706.24575856,0.00000000,-nan,0.00000000,-40712.17282243,0.000000,0.000000
1357847290.53833604,-40706.29597058,0.00000000,-nan,0.00000000,-40712.27120130,0.000000,0.000000
1357847290.63841391,-40706.34635609,0.00000000,-nan,0.00000000,-40712.39261630,0.000000,0.000000
1357847290.73850608,-40706.39656266,0.00000000,-nan,0.00000000,-40712.47155841,0.000000,0.000000
1357847290.83859801,-40706.44676151,0.00000000,-nan,0.00000000,-40712.57102093,0.000000,0.000000
1357847290.93868899,-40706.49697893,0.00000000,-nan,0.00000000,-40712.67372217,0.000000,0.000000
1357847291.03877306,-40706.54717120,0.00000000,-nan,0.00000000,-40712.77101205,0.000000,0.000000
1357847291.13886499,-40706.59736165,0.00000000,-nan,0.00000000,-40712.87116827,0.000000,0.000000
1357847291.23894405,-40706.64754958,0.00000000,-nan,0.00000000,-40712.97122814,0.000000,0.000000
1357847291.33903694,-40706.69775192,0.00000000,-nan,0.00000000,-40713.07344882,0.000000,0.000000
1357847291.43912911,-40706.74793704,0.00000000,-nan,0.00000000,-40713.17163267,0.000000,0.000000
1357847291.53922009,-40706.79811849,0.00000000,-nan,0.00000000,-40713.27152610,0.000000,0.000000
1357847291.63930202,-40706.84829261,0.00000000,-nan,0.00000000,-40713.37092821,0.000000,0.000000
1357847291.73994708,-40706.89846659,0.00000000,-nan,0.00000000,-40713.47125753,0.000000,0.000000
1357847291.84003592,-40706.94864987,0.00000000,-nan,0.00000000,-40713.57284311,0.000000,0.000000
1357847291.94012809,-40706.99875500,0.00000000,-nan,0.00000000,-40713.66273703,0.000000,0.000000
1357847292.04021597,-40707.04892336,0.00000000,-nan,0.00000000,-40713.77148421,0.000000,0.000000
1357847292.14030695,-40707.09910227,0.00000000,-nan,0.00000000,-40713.87325411,0.000000,0.000000
1357847292.24038410,-40707.14939451,0.00000000,-nan,0.00000000,-40713.98913916,0.000000,0.000000
1357847292.34047699,-40707.19948479,0.00000000,-nan,0.00000000,-40714.06185340,0.000000,0.000000
1357847292.44056892,-40707.24958183,0.00000000,-nan,0.00000000,-40714.16297322,0.000000,0.000000
1357847292.54066110,-40707.29973572,0.00000000,-nan,0.00000000,-40714.27112677,0.000000,0.000000
1357847292.64074111,-40707.34989887,0.00000000,-nan,0.00000000,-40714.37273944,0.000000,0.000000
1357847292.74083304,-40707.40005134,0.00000000,-nan,0.00000000,-40714.47154961,0.000000,0.000000
1357847292.84091306,-40707.45021001,0.00000000,-nan,0.00000000,-40714.57274194,0.000000,0.000000
1357847292.94100499,-40707.50029071,0.00000000,-nan,0.00000000,-40714.66182996,0.000000,0.000000
1357847293.04109693,-40707.55036504,0.00000000,-nan,0.00000000,-40714.76106940,0.000000,0.000000
1357847293.14118695,-40707.60044084,0.00000000,-nan,0.00000000,-40714.86143112,0.000000,0.000000
1357847293.24127197,-40707.65052191,0.00000000,-nan,0.00000000,-40714.96235837,0.000000,0.000000
1357847293.34136510,-40707.70060516,0.00000000,-nan,0.00000000,-40715.06284304,0.000000,0.000000
1357847293.44365311,-40707.75067493,0.00000000,-nan,0.00000000,-40715.16100087,0.000000,0.000000
1357847293.54374504,-40707.80074408,0.00000000,-nan,0.00000000,-40715.26104703,0.000000,0.000000
1357847293.64383698,-40707.85081617,0.00000000,-nan,0.00000000,-40715.36163023,0.000000,0.000000
1357847293.74392796,-40707.90088860,0.00000000,-nan,0.00000000,-40715.46182585,0.000000,0.000000
1357847293.84401202,-40707.95096035,0.00000000,-nan,0.00000000,-40715.56186562,0.000000,0.000000
1357847293.94410396,-40708.00104041,0.00000000,-nan,0.00000000,-40715.66328929,0.000000,0.000000
1357847294.04419589,-40708.05117339,0.00000000,-nan,0.00000000,-40715.77165360,0.000000,0.000000
1357847294.14428806,-40708.10130177,0.00000000,-nan,0.00000000,-40715.87119988,0.000000,0.000000
1357847294.24437499,-40708.15143223,0.00000000,-nan,0.00000000,-40715.97178454,0.000000,0.000000
1357847294.34446597,-40708.20159419,0.00000000,-nan,0.00000000,-40716.07702174,0.000000,0.000000
1357847294.44454598,-40708.25171890,0.00000000,-nan,0.00000000,-40716.17142248,0.000000,0.000000
1357847294.54463792,-40708.30184139,0.00000000,-nan,0.00000000,-40716.27131789,0.000000,0.000000
1357847294.64472795,-40708.35196208,0.00000000,-nan,0.00000000,-40716.37127249,0.000000,0.000000
1357847294.74482012,-40708.40203020,0.00000000,-nan,0.00000000,-40716.46299739,0.000000,0.000000
1357847294.84489989,-40708.45209644,0.00000000,-nan,0.00000000,-40716.56282778,0.000000,0.000000
1357847294.94499111,-40708.50227531,0.00000000,-nan,0.00000000,-40716.68143032,0.000000,0.000000
1357847295.04508305,-40708.55245116,0.00000000,-nan,0.00000000,-40716.78129126,0.000000,0.000000
1357847295.14848804,-40708.60262472,0.00000000,-nan,0.00000000,-40716.88126102,0.000000,0.000000
1357847295.24857903,-40708.65279879,0.00000000,-nan,0.00000000,-40716.98169539,0.000000,0.000000
1357847295.34866691,-40708.70296657,0.00000000,-nan,0.00000000,-40717.08098493,0.000000,0.000000
1357847295.44874811,-40708.75309717,0.00000000,-nan,0.00000000,-40717.17503810,0.000000,0.000000
1357847295.54884005,-40708.80326133,0.00000000,-nan,0.00000000,-40717.28100470,0.000000,0.000000
1357847295.64893198,-40708.85349246,0.00000000,-nan,0.00000000,-40717.39278400,0.000000,0.000000
1357847295.74902010,-40708.90359791,0.00000000,-nan,0.00000000,-40717.47162992,0.000000,0.000000
1357847295.84910703,-40708.95370279,0.00000000,-nan,0.00000000,-40717.57174223,0.000000,0.000000
1357847295.94919801,-40709.00380248,0.00000000,-nan,0.00000000,-40717.67104850,0.000000,0.000000
1357847296.04927397,-40709.05390186,0.00000000,-nan,0.00000000,-40717.77119501,0.000000,0.000000
1357847296.14936590,-40709.10400407,0.00000000,-nan,0.00000000,-40717.87189095,0.000000,0.000000
1357847296.24945807,-40709.15410183,0.00000000,-nan,0.00000000,-40717.97130743,0.000000,0.000000
1357847296.34954691,-40709.20420043,0.00000000,-nan,0.00000000,-40718.07165308,0.000000,0.000000
1357847296.44963288,-40709.25439419,0.00000000,-nan,0.00000000,-40718.18888223,0.000000,0.000000
1357847296.54972410,-40709.30454283,0.00000000,-nan,0.00000000,-40718.28114954,0.000000,0.000000
1357847296.64981604,-40709.35468948,0.00000000,-nan,0.00000000,-40718.38108756,0.000000,0.000000
1357847296.74990797,-40709.40483455,0.00000000,-nan,0.00000000,-40718.48109080,0.000000,0.000000
1357847296.85220194,-40709.45503330,0.00000000,-nan,0.00000000,-40718.59120715,0.000000,0.000000
1357847296.95229292,-40709.50512304,0.00000000,-nan,0.00000000,-40718.67154580,0.000000,0.000000
1357847297.05237103,-40709.55521228,0.00000000,-nan,0.00000000,-40718.77163084,0.000000,0.000000
1357847297.15246296,-40709.60529756,0.00000000,-nan,0.00000000,-40718.87107575,0.000000,0.000000
1357847297.25255489,-40709.65549145,0.00000000,-nan,0.00000000,-40718.99155371,0.000000,0.000000
1357847297.35264301,-40709.70558479,0.00000000,-nan,0.00000000,-40719.07304033,0.000000,0.000000
1357847297.45273399,-40709.75566926,0.00000000,-nan,0.00000000,-40719.17154908,0.000000,0.000000
1357847297.55281210,-40709.80575984,0.00000000,-nan,0.00000000,-40719.27287966,0.000000,0.000000
1357847297.65290403,-40709.85584339,0.00000000,-nan,0.00000000,-40719.37171808,0.000000,0.000000
1357847297.75299597,-40709.90592258,0.00000000,-nan,0.00000000,-40719.47104743,0.000000,0.000000
1357847297.85308790,-40709.95601004,0.00000000,-nan,0.00000000,-40719.57280227,0.000000,0.000000
1357847297.95318007,-40710.00609659,0.00000000,-nan,0.00000000,-40719.67280030,0.000000,0.000000
1357847298.05326200,-40710.05617396,0.00000000,-nan,0.00000000,-40719.77118536,0.000000,0.000000
1357847298.15335298,-40710.10624986,0.00000000,-nan,0.00000000,-40719.87104960,0.000000,0.000000
1357847298.25344491,-40710.15632798,0.00000000,-nan,0.00000000,-40719.97163920,0.000000,0.000000
1357847298.35353208,-40710.20640574,0.00000000,-nan,0.00000000,-40720.07172462,0.000000,0.000000
1357847298.45362306,-40710.25652607,0.00000000,-nan,0.00000000,-40720.18035064,0.000000,0.000000
1357847298.55537510,-40710.30664910,0.00000000,-nan,0.00000000,-40720.28113348,0.000000,0.000000
1357847298.65544796,-40710.35677142,0.00000000,-nan,0.00000000,-40720.38123397,0.000000,0.000000
1357847298.75553989,-40710.40689422,0.00000000,-nan,0.00000000,-40720.48157865,0.000000,0.000000
1357847298.85563207,-40710.45702740,0.00000000,-nan,0.00000000,-40720.58392806,0.000000,0.000000
1357847298.95571995,-40710.50715178,0.00000000,-nan,0.00000000,-40720.68240114,0.000000,0.000000
1357847299.05581188,-40710.55727234,0.00000000,-nan,0.00000000,-40720.78186646,0.000000,0.000000
1357847299.15590096,-40710.60738902,0.00000000,-nan,0.00000000,-40720.88130876,0.000000,0.000000
1357847299.25598001,-40710.65751201,0.00000000,-nan,0.00000000,-40720.98284937,0.000000,0.000000
1357847299.35607290,-40710.70762673,0.00000000,-nan,0.00000000,-40721.08137337,0.000000,0.000000
1357847299.45616508,-40710.75773917,0.00000000,-nan,0.00000000,-40721.18112703,0.000000,0.000000
1357847299.55625701,-40710.80785161,0.00000000,-nan,0.00000000,-40721.28135001,0.000000,0.000000
1357847299.65633893,-40710.85796581,0.00000000,-nan,0.00000000,-40721.38194807,0.000000,0.000000
1357847299.75642991,-40710.90807572,0.00000000,-nan,0.00000000,-40721.48126635,0.000000,0.000000
1357847299.85652089,-40710.95819294,0.00000000,-nan,0.00000000,-40721.58304390,0.000000,0.000000
1357847299.95661306,-40711.00830782,0.00000000,-nan,0.00000000,-40721.68277866,0.000000,0.000000
1357847300.05669904,-40711.05842270,0.00000000,-nan,0.00000000,-40721.78300592,0.000000,0.000000
1357847300.15677691,-40711.10852953,0.00000000,-nan,0.00000000,-40721.88149928,0.000000,0.000000
1357847300.26018500,-40711.15862168,0.00000000,-nan,0.00000000,-40721.97852417,0.000000,0.000000
1357847300.36027789,-40711.20877216,0.00000000,-nan,0.00000000,-40722.09142797,0.000000,0.000000
1357847300.46037006,-40711.25901138,0.00000000,-nan,0.00000000,-40722.21116134,0.000000,0.000000
1357847300.56046200,-40711.30915704,0.00000000,-nan,0.00000000,-40722.29105587,0.000000,0.000000
1357847300.66054296,-40711.35930922,0.00000000,-nan,0.00000000,-40722.39278784,0.000000,0.000000
1357847300.76063490,-40711.40945424,0.00000000,-nan,0.00000000,-40722.49150445,0.000000,0.000000
1357847300.86071491,-40711.45960385,0.00000000,-nan,0.00000000,-40722.59281664,0.000000,0.000000
1357847300.96080709,-40711.50974623,0.00000000,-nan,0.00000000,-40722.69149697,0.000000,0.000000
1357847301.06089902,-40711.55989305,0.00000000,-nan,0.00000000,-40722.79278184,0.000000,0.000000
1357847301.16098809,-40711.61003414,0.00000000,-nan,0.00000000,-40722.89178012,0.000000,0.000000
1357847301.26107311,-40711.66017203,0.00000000,-nan,0.00000000,-40722.99133399,0.000000,0.000000
1357847301.36116600,-40711.71030873,0.00000000,-nan,0.00000000,-40723.09133913,0.000000,0.000000
1357847301.46125698,-40711.76045098,0.00000000,-nan,0.00000000,-40723.19288439,0.000000,0.000000
1357847301.56134892,-40711.81058436,0.00000000,-nan,0.00000000,-40723.29112888,0.000000,0.000000
1357847301.66143489,-40711.86066293,0.00000000,-nan,0.00000000,-40723.37873462,0.000000,0.000000
1357847301.76152301,-40711.91079423,0.00000000,-nan,0.00000000,-40723.49112335,0.000000,0.000000
1357847301.86160207,-40711.96087332,0.00000000,-nan,0.00000000,-40723.57922352,0.000000,0.000000
1357847301.96390605,-40712.01100950,0.00000000,-nan,0.00000000,-40723.69273730,0.000000,0.000000
1357847302.06399798,-40712.06118670,0.00000000,-nan,0.00000000,-40723.80265236,0.000000,0.000000
1357847302.16408992,-40712.11127120,0.00000000,-nan,0.00000000,-40723.88112859,0.000000,0.000000
1357847302.26417208,-40712.16135474,0.00000000,-nan,0.00000000,-40723.98107111,0.000000,0.000000
1357847302.36426401,-40712.21143804,0.00000000,-nan,0.00000000,-40724.08118012,0.000000,0.000000
1357847302.46434212,-40712.26152771,0.00000000,-nan,0.00000000,-40724.18286856,0.000000,0.000000
1357847302.56443405,-40712.31165222,0.00000000,-nan,0.00000000,-40724.29141005,0.000000,0.000000
1357847302.66452599,-40712.36177513,0.00000000,-nan,0.00000000,-40724.39127325,0.000000,0.000000
1357847302.76461792,-40712.41189808,0.00000000,-nan,0.00000000,-40724.49152913,0.000000,0.000000
1357847302.86470103,-40712.46202554,0.00000000,-nan,0.00000000,-40724.59287006,0.000000,0.000000
1357847302.96478701,-40712.51214478,0.00000000,-nan,0.00000000,-40724.69112046,0.000000,0.000000
1357847303.06487799,-40712.56226316,0.00000000,-nan,0.00000000,-40724.79114786,0.000000,0.000000
1357847303.16496992,-40712.61238113,0.00000000,-nan,0.00000000,-40724.89128430,0.000000,0.000000
1357847303.26506305,-40712.66250445,0.00000000,-nan,0.00000000,-40724.99284041,0.000000,0.000000
1357847303.36513996,-40712.71261998,0.00000000,-nan,0.00000000,-40725.09115662,0.000000,0.000000
1357847303.46523190,-40712.76271543,0.00000000,-nan,0.00000000,-40725.18638786,0.000000,0.000000
1357847303.56532407,-40712.81279229,0.00000000,-nan,0.00000000,-40725.28192927,0.000000,0.000000
1357847303.66762710,-40712.86294551,0.00000000,-nan,0.00000000,-40725.40125185,0.000000,0.000000
1357847303.76771903,-40712.91309734,0.00000000,-nan,0.00000000,-40725.50120715,0.000000,0.000000
1357847303.86780095,-40712.96324848,0.00000000,-nan,0.00000000,-40725.60133421,0.000000,0.000000
1357847303.96789098,-40713.01339718,0.00000000,-nan,0.00000000,-40725.70101970,0.000000,0.000000
1357847304.06797910,-40713.06354672,0.00000000,-nan,0.00000000,-40725.80152773,0.000000,0.000000
1357847304.16806889,-40713.11369599,0.00000000,-nan,0.00000000,-40725.90176012,0.000000,0.000000
1357847304.26815701,-40713.16378758,0.00000000,-nan,0.00000000,-40725.98723664,0.000000,0.000000
1357847304.36824894,-40713.21393913,0.00000000,-nan,0.00000000,-40726.10288695,0.000000,0.000000
1357847304.46832991,-40713.26405099,0.00000000,-nan,0.00000000,-40726.19291030,0.000000,0.000000
1357847304.56842208,-40713.31420120,0.00000000,-nan,0.00000000,-40726.30310488,0.000000,0.000000
1357847304.66851306,-40713.36434371,0.00000000,-nan,0.00000000,-40726.40139683,0.000000,0.000000
1357847304.76860094,-40713.41448396,0.00000000,-nan,0.00000000,-40726.50109018,0.000000,0.000000
1357847304.86869311,-40713.46462438,0.00000000,-nan,0.00000000,-40726.60141297,0.000000,0.000000
1357847304.96876693,-40713.51476287,0.00000000,-nan,0.00000000,-40726.70118745,0.000000,0.000000
1357847305.06885910,-40713.56486919,0.00000000,-nan,0.00000000,-40726.79293760,0.000000,0.000000
1357847305.16895103,-40713.61496696,0.00000000,-nan,0.00000000,-40726.89087465,0.000000,0.000000
1357847305.26904297,-40713.66510247,0.00000000,-nan,0.00000000,-40727.00114920,0.000000,0.000000
1357847305.37190008,-40713.71523663,0.00000000,-nan,0.00000000,-40727.10105670,0.000000,0.000000
1357847305.47198296,-40713.76537240,0.00000000,-nan,0.00000000,-40727.20175753,0.000000,0.000000
1357847305.57206106,-40713.81550401,0.00000000,-nan,0.00000000,-40727.30090728,0.000000,0.000000
1357847305.67215300,-40713.86563575,0.00000000,-nan,0.00000000,-40727.40120506,0.000000,0.000000
1357847305.77224398,-40713.91573577,0.00000000,-nan,0.00000000,-40727.49284345,0.000000,0.000000
1357847305.87233591,-40713.96586615,0.00000000,-nan,0.00000000,-40727.60132929,0.000000,0.000000
